127| รพศ. 2กระติก,เคส Covid 1กล่องโฟม,กาชาด1กระติก| 1| ส่งแลป,เบิกเลือด| 2023-06-04 12:00:00| 2023-06-04 16:00:00| 2023-06-04 12:03:04| 2023-06-04 12:03:04| 0| 197| | | 197| I| 11
128| โรงพยาบลสรรพสิทธิ์  คลังยาตึกฟ้าชั้น 6| 1| เบิกยา Molnopiravir ด่วน| 2023-06-06 08:30:00| 2023-06-06 12:00:00| 2023-06-06 08:17:57| 2023-06-06 08:17:57| 0| 207| | | 207| I| 3
129| รพ.สต.หนองไข่นก| 1| เยี่ยมบ้าน| 2023-06-09 13:00:00| 2023-06-09 15:00:00| 2023-06-06 10:36:06| 2023-06-07 15:54:17| 1| 245| 3| 5| 189| I| 
130| รพ.สต.หนองฮาง| 2| เยี่ยมบ้าน| 2023-06-23 13:00:00| 2023-06-23 15:00:00| 2023-06-06 10:38:24| 2023-06-06 10:38:24| 0| 245| | | 245| I| 
131| รพ.สต.หนองไข่นก| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-08 13:30:00| 2023-06-08 16:00:00| 2023-06-06 12:57:42| 2023-06-06 15:48:01| 1| 35| 3| 6| 189| I| 22
132| รพ.สต.หนองเมือง| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-09 13:30:00| 2023-06-09 16:00:00| 2023-06-06 12:59:02| 2023-06-07 15:55:34| 1| 35| 4| 9| 189| I| 22
133| รพ.สต.แสงไผ่| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-12 13:30:00| 2023-06-12 16:00:00| 2023-06-06 13:00:25| 2023-06-12 07:56:59| 1| 35| 7| 1| 290| I| 22
134| รพ.สต.ดอนแดงใหญ่| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-13 13:30:00| 2023-06-13 16:00:00| 2023-06-06 13:01:37| 2023-06-13 08:09:30| 1| 35| 3| 8| 290| I| 22
135| รพ.สต.ผักระย่า| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-15 13:30:00| 2023-06-15 16:00:00| 2023-06-06 13:03:39| 2023-06-14 15:21:27| 1| 35| 4| 5| 290| I| 22
136| รพ.สต.ไผ่ใหญ่| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-16 13:30:00| 2023-06-16 16:00:00| 2023-06-06 13:04:51| 2023-06-15 16:01:42| 1| 35| 3| 5| 189| I| 22
137| PCU ม่วงสามสิบ| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-19 13:30:00| 2023-06-19 16:00:00| 2023-06-06 13:05:59| 2023-06-18 19:56:19| 1| 35| 3| 6| 105| I| 22
138| รพ.สต.พระโรจน์| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-20 13:30:00| 2023-06-20 16:00:00| 2023-06-06 13:06:55| 2023-06-06 13:06:55| 0| 35| | | 35| I| 22
139| รพ.สต.สร้างมิ่ง| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-22 13:30:00| 2023-06-22 16:00:00| 2023-06-06 13:07:53| 2023-06-06 13:07:53| 0| 35| | | 35| I| 22
140| รพ.สต.บัวยาง| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-23 13:30:00| 2023-06-23 16:00:00| 2023-06-06 13:08:35| 2023-06-06 13:08:35| 0| 35| | | 35| I| 22
141| รพ.สต.หนองเหล่า| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-26 13:30:00| 2023-06-26 16:00:00| 2023-06-06 13:09:46| 2023-06-06 13:09:46| 0| 35| | | 35| I| 22
142| รพ.สต.หนองฮาง| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-27 13:30:00| 2023-06-27 16:00:00| 2023-06-06 13:10:55| 2023-06-06 13:10:55| 0| 35| | | 35| I| 22
143| รพ.สต.ทุ่งมณี| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-29 13:30:00| 2023-06-29 16:00:00| 2023-06-06 13:11:44| 2023-06-06 13:11:44| 0| 35| | | 35| I| 22
144| รพ.สต.หนองแสง| 2| เยี่ยมบ้านผู้ป่วยจิตเวช| 2023-06-30 13:30:00| 2023-06-30 16:00:00| 2023-06-06 13:12:44| 2023-06-06 13:12:44| 0| 35| | | 35| I| 22
145| รพ.สต.พระโรจน์| 8| เยี่ยมเตรียมรับนิเทศสสจ.รอบ2/2566| 2023-06-09 13:30:00| 2023-06-09 16:40:00| 2023-06-06 15:11:37| 2023-06-07 15:54:45| 1| 78| 8| 2| 189| I| 32
147| ธนาคาร ธกส.สาขาม่วงสามสิบ| 1| ฝากเงิน| 2023-06-07 14:15:00| 2023-06-07 14:35:00| 2023-06-07 11:01:16| 2023-06-07 13:38:44| 1| 216| 4| 3| 189| I| 4
148| ส่งตรวจ Outlab > รพศ.| 1| ส่งตรวจ Outlab > รพศ. 3 กระติก| 2023-06-07 12:00:00| 2023-06-07 16:00:00| 2023-06-07 11:47:15| 2023-06-07 13:37:24| 1| 198| 5| 6| 189| I| 11
149| ธนาคารกรุงไทย| 1| ฝากเงินสด| 2023-06-07 14:00:00| 2023-06-07 16:00:00| 2023-06-07 13:28:08| 2023-06-07 13:38:14| 1| 233| 6| 9| 189| I| 31
150| 127 บ้านหนองสองห้อง โทร.0942802407| 1|  รับผู้ป่วยเบาหวาน มา  Ward 4
127 บ้านหนองสองห้อง(บ้านติดอู่ซ่อมรถ) เบอร์โทร.0942802407| 2023-06-08 08:00:00| 2023-06-08 15:35:00| 2023-06-07 13:40:20| 2023-06-07 15:30:38| 1| 32| 11| 9| 189| I| 8
151| ธนาคารออมสิน| 1| โอนเงินโอที| 2023-06-08 10:10:00| 2023-06-08 11:00:00| 2023-06-08 09:44:02| 2023-06-08 15:22:59| 1| 233| 5| 8| 290| I| 31
152| ธนาคาร ธกส.สาขาม่วงสามสิบ| 1| ฝากเงิน| 2023-06-08 14:15:00| 2023-06-08 14:30:00| 2023-06-08 09:52:13| 2023-06-08 15:24:15| 1| 216| 6| 8| 290| I| 4
153| ส่งตรวจ Outlab > รพศ.,กาชาดอุบลฯ,อุบลพยาธิแลบ| 1| ส่งตรวจ Outlab > รพศ.                           3     กระติก
                      อุบลพยาธิแลบ                 1     กระติก
                      ส่งตรวจ+เบิกเลือดกาชาด     1     กระติก| 2023-06-08 12:00:00| 2023-06-08 16:00:00| 2023-06-08 11:40:15| 2023-06-08 13:37:52| 1| 198| 5| 5| 189| I| 11
154| รพ.สต.นาดี,บ้านพระโรจน์,บ้านหนองเม็ก| 10| ออกหน่วยให้บริการคลินิกผู้สูงอายุ| 2023-06-11 08:00:00| 2023-06-11 17:00:00| 2023-06-08 14:26:19| 2023-06-09 15:16:10| 1| 15| 3| 2| 189| I| 16
155| ส่งตรวจ Outlab > รพศ. , กาชาดอุบลฯ| 1| ส่งตรวจ Outlab >  รพศ.                                   2         กระติก
                                  เบิกเลือดกาชาดอุบลฯ      2         กระติก| 2023-06-09 12:00:00| 2023-06-09 16:00:00| 2023-06-09 11:56:58| 2023-06-09 11:56:58| 0| 198| | | 198| I| 11
156| ธนาคาร ธกส.สาขาม่วงสามสิบ| 1| ฝากเงิน| 2023-06-09 14:15:00| 2023-06-09 14:30:00| 2023-06-09 14:04:36| 2023-06-09 14:04:36| 0| 216| | | 216| I| 4
157| รพ.สรรพสิทธิประสงค์| 4| การส่งข้อมูลผ่านระบบ APIN  พัฒนาการเรียกเก็บกองทุนประกันสังคม  1.ชัชวาล คุปติธรรมา 2. ปาริชาติ บุตรดีมี 3.จีระพงษ์ สองศรี 4.ชาตรี บุญทา| 2023-06-13 08:00:00| 2023-06-13 17:00:00| 2023-06-12 09:30:41| 2023-06-13 08:07:16| 1| 6| 5| 9| 290| I| 32
158| โรงพยาบาลสรรพสิทธิประสงค์อุบลราชธานี| 1| ประชุมการพัฒนาศักยภาพบุคลากรด้านการฝากครรภ์ โรงพยาบาลสรรพสิทธิประสงค์อุบลราชธานี| 2023-06-19 08:00:00| 2023-06-21 16:25:00| 2023-06-12 11:28:29| 2023-06-18 19:52:21| 1| 379| 5| 8| 105| I| 6
159| โรงพยาบาลสรรพสิทธิประสงค์อุบลราชธานี| 1| การพัฒนาศักยภาพบุคลากรด้านการฝกครรภ์ โรงพยาบาลสรรพสิทธิประสงค์อุบลราชธานี| 2023-06-20 08:00:00| 2023-06-20 16:00:00| 2023-06-12 11:31:13| 2023-06-12 11:31:13| 0| 379| | | 379| I| 6
160| ธนาคาร ธกส.สาขาม่วงสามสิบ| 1| ฝากเงิน| 2023-06-12 14:15:00| 2023-06-12 14:35:00| 2023-06-12 11:49:36| 2023-06-12 11:49:36| 0| 216| | | 216| I| 4
161| สสจ.อุบลราชธานี| 1| นายมนัส  แสงชาติ ประชุมการดูลผู้ป่วยระยะกลาง สสจ.อุบลราชธานี| 2023-06-19 08:00:00| 2023-06-20 16:00:00| 2023-06-12 11:54:25| 2023-06-18 19:52:47| 1| 379| 5| 8| 105| I| 9
162| ส่งตรวจ Outlab | 1| ส่งตรวจ Outlab > รพศ.                            2      กระติก
                              > อุบลพยาธิแลบ            1       กระติก
                              > รพ.มะเร็งอุบลฯ           1       กล่อง| 2023-06-12 12:00:00| 2023-06-12 16:00:00| 2023-06-12 12:05:19| 2023-06-12 12:05:19| 0| 198| | | 198| I| 11
163| รพ สปส| 7| ประชุม สปส| 2023-06-08 08:00:00| 2023-06-16 16:00:00| 2023-06-12 12:10:49| 2023-06-12 12:10:49| 0| 267| | | 267| I| 9
164| รพ สปส| 7| ประชุม สปส| 2023-06-15 08:00:00| 2023-06-15 16:00:00| 2023-06-12 12:17:13| 2023-06-14 15:46:03| 1| 267| 8| 7| 189| I| 9
165| โรงแรมสุนีย์| 2| ประชุมวิชาการพัฒาศักยภาพนักกำหนดอาหาร/นักโภชนาการ| 2023-06-15 07:25:00| 2023-06-16 17:00:00| 2023-06-13 10:17:34| 2023-06-14 15:46:27| 1| 350| 5| 2| 189| I| 28
166| ส่งตรวจ Outlab | 1| ส่งตรวจ Outlab > รพศ.                                   2      กระติก
                              > เบิกเลือดกาชาดอุบลฯ       1     กระติก| 2023-06-13 12:00:00| 2023-06-13 16:00:00| 2023-06-13 12:02:21| 2023-06-13 12:54:58| 0| 198| | 9| 6| I| 11
167| ธกส.ม่วงสามสิบ| 1| ฝากเงิน| 2023-06-13 14:15:00| 2023-06-13 14:25:00| 2023-06-13 12:12:14| 2023-06-13 12:12:14| 0| 216| | | 216| I| 4
168| สสจ.อุบลราชธานี| 1| รับยาด่วน
รับยาที่ รพ เขื่องในฝากให้ รพ ม่วง 
รับที่กลุ่มงานเภสัชกรรม สสจ อุบล
| 2023-06-14 08:00:00| 2023-06-14 12:00:00| 2023-06-13 16:59:52| 2023-06-13 19:54:17| 1| 207| 5| 8| 290| I| 3
169| ธนาคาร ธกส.สาขาม่วงสามสิบ| 1| ฝากเงิน| 2023-06-14 14:15:00| 2023-06-14 14:30:00| 2023-06-14 11:19:14| 2023-06-14 15:22:45| 1| 216| 5| 2| 290| I| 4
170| ธนาคาร ธกส.สาขาม่วงสามสิบ| 1| ฝากเงิน| 2023-06-15 14:10:00| 2023-06-15 14:30:00| 2023-06-14 11:19:47| 2023-06-14 15:21:56| 1| 216| 6| 2| 290| I| 4
171| ธนาคาร ธกส.สาขาม่วงสามสิบ| 1| ฝากเงิน| 2023-06-16 14:10:00| 2023-06-16 14:30:00| 2023-06-14 11:20:16| 2023-06-15 16:02:48| 1| 216| | | 189| I| 4
172| ส่งตรวจ Outlab | 1| ส่งตรวจ Outlab > รพศ.    2   กระติก| 2023-06-14 12:00:00| 2023-06-14 16:00:00| 2023-06-14 11:57:43| 2023-06-14 15:22:21| 1| 198| 4| 8| 290| I| 11
173| โรงพยาบาลสรรพสิทธิประสงค์| 1| ประชุมเรื่องโรคเบาหวาน| 2023-06-16 08:00:00| 2023-06-16 16:00:00| 2023-06-14 13:27:15| 2023-06-15 15:58:17| 1| 32| 5| 8| 189| I| 8
174| โรงพยาบาลพิบูลมังสาหาร| 2| ประชุมแนวทางการบริหารกองทุนและแนวทางการส่งข้อมูลเพื่อขอรับค่าใช้จ่ายบริการสาธารณสุขปีงบประมาณ 2566 1.กาญจนา สายเบาะ (ขึ้นรถหน้าศูนย์เบนซ์) 2.สายใจ บญทา| 2023-06-19 07:00:00| 2023-06-19 16:00:00| 2023-06-14 14:03:10| 2023-06-18 20:59:22| 1| 96| 6| 3| 6| I| 5
175| 138ม.2 บ้านผักระย่า ต.ยางโยภาพ | 1| รับผู้ป่วยเบาหวาน ward 4   3 ราย หมู่บ้านเดียวกัน  โทร 0825801181 (นาง ลำไย รัตนโสภา)| 2023-06-15 08:00:00| 2023-06-15 15:00:00| 2023-06-14 15:38:10| 2023-06-14 15:47:49| 1| 32| 11| 9| 189| I| 8
176| 93ม.12บ้านหนองเมือง ต.หนองเมือง โทร 061634568| 1| รับผู้ป่วย เบาหวาน ward 4  นายคำภา หงษกัน| 2023-06-15 08:00:00| 2023-06-15 15:00:00| 2023-06-14 15:40:59| 2023-06-14 15:40:59| 0| 32| | | 32| I| 8
177| ธนาคาร ธกส./ธนาคารออมสิน อำเภอม่วงสามสิบ| 1| จ่ายเช็ค| 2023-06-15 10:00:00| 2023-06-15 12:00:00| 2023-06-14 16:56:02| 2023-06-14 16:56:02| 0| 233| | | 233| I| 31
178| ไปเซ็นเอกสารที่ปั้ม ปตท.| 1| เซ็นเอกสาร| 2023-06-15 08:35:00| 2023-06-15 09:00:00| 2023-06-15 08:35:55| 2023-06-15 08:35:55| 0| 233| | | 233| I| 31
179| สสอ.ม่วงสามสิบ และรพ.สต.พระโรจน์| 10| รับ-ส่งนิเทศงานสาธารณสุขจังหวัดอุบลฯ รอบที่2/2566| 2023-06-16 08:00:00| 2023-06-16 14:00:00| 2023-06-15 15:38:32| 2023-06-15 15:58:53| 1| 78| 8| 1| 189| I| 32
180| ธนาคารกรุงไทยอุบลราชธานี| 1| ฝากเช็คด่วน| 2023-06-16 09:00:00| 2023-06-16 11:00:00| 2023-06-15 20:01:12| 2023-06-15 20:01:12| 0| 233| | | 233| I| 31
